gene,result,expression_change_percent,expression_change_log(FC),p_value,tissue,organism,sex,line,age,age_units,measurement_method,expression_evaluation_by,measurement_taken,duration,training_regimen,participants,experiment_groups_quantity,reference
RBM15B,increase,,0.197210505162779,0.00470846883484111,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBM24,decrease,,-0.225693737925186,0.000144320150110118,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBM26,decrease,,-0.237082377145681,0.00154829382399723,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBM27,decrease,,-0.198226789692004,0.00669473795561088,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBM3,decrease,,-0.286636046421047,2.67097684532508e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBM33,decrease,,-0.313468834757031,5.74702213511993e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBM39,decrease,,-0.214895225457004,0.00152694894019834,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBM43,decrease,,-0.28252497576709,0.00476137736659171,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBMS2,increase,,0.244285890037832,0.00478727432825147,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBMS3,decrease,,-0.226763464066071,0.000666252655750385,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBMX,decrease,,-0.172697171250619,0.00155784622847152,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBP1,increase,,0.762423274326328,4.64866424804719e-13,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBP7,increase,,0.727080105043688,1.24125000580827e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RBPJ,decrease,,-0.186708604144412,0.000420684119627807,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RCC2,increase,,0.319953947240439,2.92716740518528e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RCN3,increase,,0.239066040546093,0.00684598226715988,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RCOR1,decrease,,-0.191364989634786,0.000328904873604343,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RCSD1,decrease,,-0.218477661165925,0.000286733067510884,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RDH13,increase,,0.20321147953393,0.00985523594422094,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RDX,decrease,,-0.192759213000903,0.00246534474935416,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
REEP3,decrease,,-0.165831661330304,0.0116119493445488,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
REEP5,decrease,,-0.175351734628217,0.000456314570170795,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
REEP6,increase,,0.551961155944574,0.000259252112487027,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RENBP,increase,,0.439437101902404,0.0121799094267214,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
REPS2,increase,,0.520325507724882,0.00431604777864294,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RETSAT,increase,,0.595944956543206,2.47291937623227e-16,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RFTN1,increase,,0.560618288836324,4.83065333535722e-19,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RFTN2,increase,,0.478394485951071,0.000422409537723587,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RFX7,decrease,,-0.210146440164081,0.00745500445549275,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RFXANK,increase,,0.191741173916214,0.00435172806109631,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGCC,increase,,0.493694053012511,2.10830496979333e-12,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGL1,increase,,0.518358397698626,4.62895153853264e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGL2,increase,,0.157847864511838,0.00165805501567066,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGMB,decrease,,-0.268486357548893,2.93532686348706e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGN,increase,,0.214422757028629,0.00218800509467066,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGP1,increase,,0.163906498779507,0.00566899130539022,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGS16,increase,,0.680041595692409,8.88111427744419e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RGS3,increase,,0.228335363208122,0.000222777548413753,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHEB,increase,,0.143787711739519,0.0102153190733073,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHOB,increase,,0.21770522182658,0.0016958417608556,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHOBTB1,decrease,,-0.589766075879578,7.02607136126563e-12,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHOBTB3,decrease,,-0.245278827479872,5.38535849916083e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHOC,increase,,0.405690458270514,1.89944819300049e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHOJ,increase,,0.247915625430388,0.00372449626171654,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHOT1,decrease,,-0.182967370182162,0.00226747894228248,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RHOXF1-AS1,decrease,,-0.236908348253368,0.000430103595580674,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RICTOR,decrease,,-0.307720041696696,0.000167805696582584,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RIF1,decrease,,-0.37497577286005,6.83912026940883e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RILP,increase,,0.276431005284776,1.02922694559812e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RIMKLB,decrease,,-0.20218505540518,0.00280311170194226,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RIN3,increase,,0.354542557319884,2.27704225478513e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RIOK3,decrease,,-0.140198043739002,0.0056099786573122,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RLF,decrease,,-0.237862782336824,0.00523834529319632,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RMND5A,decrease,,-0.335486707871633,2.95762174671796e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNASE1,increase,,0.460066325070578,1.06732974295902e-12,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF11,decrease,,-0.13700108247728,0.0125242781587447,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF115,decrease,,-0.211871065806552,0.000300530441808827,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF122,decrease,,-0.335380554461201,0.00421149961486634,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF125,increase,,0.520121171921555,1.4011682216122e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF139,decrease,,-0.151260988662252,0.00962875166949404,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF144B,decrease,,-0.176206021226535,0.00321350951802421,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF146,decrease,,-0.207183142397365,0.000300155485704391,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF152,increase,,0.437000815724807,4.4326310115925e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF157,decrease,,-0.233524121786355,0.000314631446770289,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF170,decrease,,-0.180065204033291,0.00372029800164835,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF19A,decrease,,-0.158615858562327,0.0100564353978487,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF208,increase,,0.340442366402043,0.000117490070499315,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF227,decrease,,-0.491346587515493,0.000430572122760286,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF32,decrease,,-0.42028868988636,0.00766178089929545,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF38,decrease,,-0.176843298374811,0.00572473422642578,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF41,decrease,,-0.231262274249012,0.000106679701004352,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF5,increase,,0.222878997867825,0.000389796771605645,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNF6,decrease,,-0.352773724207222,9.57942355122485e-07,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNPC3,decrease,,-0.36417645158926,0.00301235111448799,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNPS1,decrease,,-0.15352271277678,0.00166930871072221,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RNU6-510P,decrease,,-0.29522899752049,0.000449541345142109,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
ROBO1,decrease,,-0.223097816363279,0.0070894142531169,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
ROBO4,increase,,0.563022220521983,1.20849644089722e-16,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
ROCK2,decrease,,-0.27102614568638,0.000334367834129529,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
ROMO1,increase,,0.209256122528616,0.00342787707254772,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RORA,decrease,,-0.337080462507032,3.24201211419537e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RORC,decrease,,-0.208191855716941,0.00170848133078371,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
ROS1,decrease,,-0.784325287752894,0.000450505074230117,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RP9P,decrease,,-0.231256630842828,0.0084763714158946,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPAP1,increase,,0.152882497084598,0.00604652357215826,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPAP3,decrease,,-0.292715604270337,0.00140644855663508,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPL22,decrease,,-0.159078291279258,0.00494350423221141,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPL26P6,decrease,,-0.560918575234502,0.000476254612464143,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPL36AL,decrease,,-0.149476986941702,0.00333837887409171,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPL7P3,decrease,,-0.564542591189184,1.02900092095803e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPLP0,decrease,,-0.210216431898255,0.00235626832579624,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPP25L,increase,,0.195479193399352,0.00316450283776356,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPRD1A,decrease,,-0.145482742397632,0.00397062335579714,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPRD2,decrease,,-0.175982783581601,0.00135607887239116,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPS15A,decrease,,-0.197573369081622,0.000852286074108544,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPS6KA2,increase,,0.197843321166702,0.000409532695812677,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPS6KA5,decrease,,-0.274030517133728,0.000545014188917097,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPS6KB1,decrease,,-0.320816719044799,1.45477119830091e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPS6KB2,decrease,,-0.164388822194562,0.00668245606174684,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPSA,decrease,,-0.186236391956073,0.00332205278621795,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPUSD2,increase,,0.223797167882486,0.012166426873833,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RPUSD4,decrease,,-0.32405025077895,5.10259301763421e-09,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RRBP1,increase,,0.275661509717132,0.000162051399061423,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RRM2B,decrease,,-0.160122520357258,0.0108934189772956,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RRN3P3,decrease,,-0.402921481566238,0.000289295512507962,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RRP15,decrease,,-0.18485512595888,0.00213191978455771,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RRP1B,decrease,,-0.139435837789996,0.0124741758436842,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RSAD1,increase,,0.177990978902416,0.00133214515779664,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RSBN1L,decrease,,-0.23013216885183,0.00143549464691762,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RSL1D1,decrease,,-0.170514813264482,0.000538513097651743,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
RSL24D1,decrease,,-0.135156995617468,0.0113820558488862,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
